-0.5177,-1.674,-0.36574,1.0177,-0.23037,-0.36823,0.1671,-0.30133,0.15387,0.20312,0.25951,-0.071468,0.31103,0.12416,0.00045509,0.027528,-0.02257,-0.0467,-0.044752,-0.1296,-0.10768,0.066984,0.045237,0.076386,-0.084927,-0.081109,0.025907,-0.038486,0.070206,0.02608,-0.006614,0.00044349,0.017097,-0.048444,0.054735,-0.0012904,-0.0052182,0.034678,-0.0069243,-0.066625,0.032475,-0.062458,-0.031254,-0.023645,-0.00868,0.0012932,-0.0041273,0.0015656,-0.016874,0.01941,0.012079,0.021159,-0.008376,-0.008405,-0.010314,0.02172,-0.013635,-0.032097,-0.0043692,-0.0077379,0.0027436,-0.0061738,-0.010223,-0.052058,0.015158,0.0062694,-0.012022,0.0037548,0.0023707,-0.0037652,0.0080765,-0.0075195,0.028507,0.0096903,-0.0010166,0.014876,0.00057874,0.02134,-0.012939,0.0065041,0.014641,-0.0073973,0.00084881,0.008028,-0.005203,-0.0033664,-0.0077383,0.022905,0.0053261,-0.0092525,-0.006303,-0.0070753,-0.01066,-0.0149,0.010489,-0.0091502,-0.0012314,0.00601,0.0049683,0.009353,0
-0.85416,-1.4262,-0.34776,1.0153,-0.50457,-0.42755,0.13033,-0.29389,0.19887,0.14708,0.26154,-0.12252,0.31889,0.16731,-0.0027184,0.038399,-0.036843,-0.06296,-0.07053,-0.1295,-0.097831,0.068274,0.043332,0.10194,-0.087818,-0.10595,0.018834,-0.0021074,0.055594,0.025085,0.005566,-0.010195,0.0099553,-0.069473,0.048784,0.0037553,0.0061728,0.052775,-0.019468,-0.056337,0.03717,-0.081666,-0.032788,-0.028566,-0.01846,-9.4862e-05,0.0027003,0.0062642,-0.0186,0.021944,0.0012647,0.02442,-0.014364,-0.0020276,-0.016423,0.024066,-0.0197,-0.042652,-0.015518,-0.010019,0.0045236,-0.0085902,-0.011065,-0.060786,0.014238,0.014788,-0.0028768,0.0073035,-0.00053122,-0.0063622,0.0054073,-0.019007,0.040616,0.010595,0.0053602,0.0073519,-0.0022761,0.025267,-0.022678,0.0055451,0.014828,-0.008727,0.0048356,0.010154,-0.0028489,-0.00014948,-0.0096592,0.02035,0.0066419,-0.0038161,0.0027358,-0.009797,-0.011004,-0.0153,0.011278,-0.0075873,0.010435,0.010128,-0.0016052,0.011689,0
1.8878,-0.49229,-0.10991,0.66157,0.079533,-0.096429,0.23166,-0.051338,0.09767,0.14739,0.28358,-0.013845,0.091823,0.13651,-0.0081482,-0.054709,-0.078547,-0.029791,-0.045917,-0.065415,-0.045718,0.060655,-0.0031489,0.032349,-0.070261,0.039997,0.01222,-0.066903,0.040965,-0.01496,-0.0074832,-0.034631,0.041647,-0.016318,0.029952,0.013568,-0.049844,-0.051373,-0.0057571,-0.031689,-0.012673,-0.022447,-0.048972,-0.019587,0.002893,0.0073327,0.035218,-0.0045698,-0.0076339,-0.0022337,0.022558,0.0024618,-0.0067586,-0.017257,0.0068788,0.010983,-0.0010953,-0.023572,-0.0019921,0.0058819,-0.005031,-0.0079376,-0.019881,-0.010967,-0.0087268,-0.00064054,-0.016866,0.0060902,0.0093336,0.015384,0.012678,0.00088893,-0.0095723,0.0044787,-0.00071745,0.0075346,-0.015678,0.021198,0.00095845,0.010484,0.013305,-0.021114,0.0029517,0.016577,-0.00068438,-0.0087912,0.001654,0.010735,0.013049,0.00073548,-0.0033085,-0.0021831,0.0019175,-0.00057079,0.011718,-0.014058,-0.0033128,-0.00026806,-0.0043017,-0.0010177,0
1.8791,-0.35547,-0.27372,-0.23766,-0.79509,-0.37031,-0.014368,0.21677,0.025197,0.15603,0.074273,-0.087115,0.1286,0.048237,-0.13541,-0.010183,0.021632,0.097094,-0.10422,-0.11817,-0.036697,0.086316,-0.016032,0.048522,-0.11789,-0.14736,0.044691,-0.072784,0.038618,-0.03902,-0.032387,-0.051174,-0.015459,-0.0031702,-0.02334,0.003275,-0.038483,0.011639,-0.014648,-0.02165,-0.01908,-0.059811,-0.047595,-0.040174,0.011799,0.0006941,0.020739,0.025476,-3.5343e-07,-0.0027015,0.0036499,0.0097559,-0.0022637,-0.024032,-0.030798,0.0099889,-0.0065632,-0.016277,-0.0050126,0.0030922,-0.00082731,0.0059629,-0.010481,-0.030231,-0.011029,0.0019268,0.0087116,-0.00053477,0.0017758,0.0021387,0.0083981,-0.0068306,0.0019156,-0.0078892,0.029955,0.0048537,-0.013012,0.013647,0.0021761,0.006885,-0.0048656,-0.011961,0.0081718,0.0035991,0.0073142,0.0025524,-0.0094501,0.00038094,-0.0051216,-0.0011058,0.014698,-0.0017092,-0.011599,-0.0098124,-0.0015184,0.0069804,-0.00036776,0.017631,-0.0061221,0.014587,0
1.8078,-0.35604,-0.11519,0.12248,-0.75343,-0.30277,0.045552,0.24113,0.057185,0.17594,0.059575,-0.087429,0.11198,0.0085416,-0.094547,-0.0085247,0.017874,0.094412,-0.076723,-0.13306,-0.029208,0.092798,-0.00030615,0.045491,-0.14227,-0.12701,0.054638,-0.047449,0.020868,-0.034608,-0.037055,-0.051689,0.013745,-0.022893,-0.022434,0.0037428,-0.042843,-0.018484,-0.031678,-0.017483,-0.019225,-0.055406,-0.045803,-0.010612,0.014129,-0.002071,0.029092,0.014533,0.0053926,-0.011028,0.010183,0.028326,-0.0082152,-0.018693,-0.034809,0.019427,-0.01155,-0.027576,-0.0092986,0.00068276,-0.013318,0.0090515,-0.0056037,-0.022358,-0.01501,0.0033842,0.0059404,0.0019362,0.0029908,0.0019068,0.011339,8.8248e-05,0.012871,-0.0085923,0.024268,0.0037799,-0.013581,0.022445,0.011476,0.0043297,-0.0061472,-0.0085199,0.0063435,0.0013322,0.0037931,-0.0018861,-0.0088958,0.0076144,0.0045631,0.0063499,0.01579,0.0022453,-0.01061,-0.012406,0.00014744,0.0051424,0.00090653,0.014427,0.0021716,0.0088866,0
-0.77535,1.5708,0.54899,0.47573,-0.49029,-0.32047,0.091037,0.1304,0.22383,0.3759,0.16079,-0.0092809,0.040808,0.003585,0.068746,-0.082235,0.025126,0.035031,0.056069,-0.10557,-0.11193,0.16288,-0.0072464,-0.094755,-0.11607,-0.073731,0.032371,0.027059,-0.03365,0.0036289,-0.041245,-0.064088,0.06293,-0.044409,0.071736,-0.017831,-0.0083561,-0.028185,0.0052622,-0.039722,0.012312,-0.027382,-0.055859,-0.0016568,-0.02059,-0.0021269,0.027632,0.03968,-0.0034573,-0.017717,0.001344,-0.01206,-0.021987,-0.026319,-0.032259,-0.013947,-0.029896,-0.044094,0.0058518,0.0021797,-0.03539,0.0048696,-0.0074956,-0.022213,-0.020964,0.012817,0.0051804,0.010543,-0.0054522,0.013946,-0.0042305,0.019645,0.012305,-0.0061524,-0.0017865,0.02011,-0.016422,0.017386,0.0037703,0.0051081,0.0033183,-0.0016355,0.006521,-0.0094688,-0.011884,-0.00073006,-0.0048954,0.015211,0.010066,0.0051566,0.017046,-0.0072291,0.0041748,-0.015749,0.0048055,-0.02073,-0.0041265,0.015715,-0.0061614,-0.014823,0
-3.8639,2.3291,-0.4134,0.8165,-0.15149,-0.27229,-0.00068712,0.17772,0.29486,0.38799,0.088906,-0.15529,0.15564,0.061739,-0.018555,-0.061136,-0.034405,0.15699,-0.073225,-0.14223,-0.18428,0.16122,0.014801,-0.11559,-0.049853,-0.093872,0.039905,-0.044298,-0.041751,0.066793,-0.028993,-0.10033,0.087546,-0.13495,0.049271,-0.062191,0.010241,-0.029068,-0.0021972,-0.022582,0.017855,-0.026539,-0.0065872,0.0011707,0.032473,0.00063751,0.048704,0.019599,0.014434,-0.017855,-0.024559,-0.040451,-0.030556,-0.047594,-0.016071,-0.016123,-0.011211,-0.039817,0.010028,0.024373,-0.020234,0.0036607,0.014042,-0.024251,-0.030365,-0.0095848,0.029911,0.00064223,0.026336,0.018973,-0.0099757,-0.011067,0.0096181,-0.020967,-0.015902,0.031185,-0.023547,0.014246,-0.0099803,-0.016807,-0.0036575,0.018396,-0.011524,-0.0079868,-0.011143,0.0048197,-0.020483,0.002754,0.00967,8.4824e-07,0.0099436,-0.0061032,0.0063636,-0.005395,0.0041231,-0.018089,0.0017737,-0.0035933,-0.01726,-0.021104,0
2.2188,-0.93045,-0.2555,-0.1155,-0.4613,-0.16955,-0.093783,0.14951,0.053455,0.15883,0.11397,-0.1784,0.14145,0.09799,-0.039863,-0.014612,0.10045,0.045366,-0.07449,-0.13821,-0.048106,0.088798,0.0058169,0.037457,-0.075638,-0.15364,0.041375,-0.078227,0.035965,-0.031056,-0.010803,-0.053488,-0.024535,0.0072349,-0.018722,0.024675,-0.020883,0.0088656,-0.013672,-0.018314,-0.027564,-0.06078,-0.04217,-0.014429,0.012202,0.0097182,0.010973,0.032115,-0.0082465,0.0082208,0.0080102,0.013422,0.0051261,-0.013582,-0.032469,0.0028397,0.032839,-0.024256,0.0089088,0.0032822,-0.0051088,0.0027772,-0.019731,-0.01206,-0.0047071,0.011046,-0.008491,-0.00021714,0.006717,-0.0071044,0.010155,-0.0017472,0.0058296,-0.0062933,0.027278,0.0041909,4.1233e-05,0.01241,0.0049804,0.011723,-0.011036,-0.0039281,0.00066894,0.0092093,0.0011692,0.0018419,-0.009905,0.0093357,-0.0028949,0.00359,0.014409,-0.00865,0.0025108,-0.00042601,0.0069717,-0.0015942,0.001216,0.017689,-0.0086989,0.0033703,0
1.7586,-1.0372,-0.25193,0.15525,-0.38039,-0.17369,-0.027717,0.089036,0.14067,0.23062,0.11354,-0.18369,0.16969,0.02174,0.012393,-0.0046337,0.10193,0.048948,-0.059174,-0.14954,-0.048679,0.10008,0.007958,0.03357,-0.082267,-0.16075,0.051627,-0.05547,0.038845,-0.044189,0.00079801,-0.045222,-0.007951,0.001814,0.00033401,0.012245,-0.011306,0.0069847,-0.019389,-0.024746,-0.0087651,-0.057245,-0.024924,-0.014159,0.017951,0.0073747,-0.007577,0.01994,-0.0099409,0.0093186,0.002711,0.021629,-0.0054372,-0.013813,-0.029262,0.014085,0.025295,-0.025663,0.0039506,0.006225,-0.0093093,0.0035837,-0.017421,-0.019973,-0.007632,0.013344,-0.020582,0.00071671,0.0036357,-0.009826,0.010961,0.008497,0.012989,-0.00163,0.021205,-0.00089241,0.0030316,0.018069,0.0050007,0.012094,-0.01187,-0.0070182,0.0019721,0.0048547,-0.0014662,0.0013351,-0.0085675,0.017849,-0.0011553,0.0088764,0.0012468,-0.0053203,0.0040855,-0.00083552,0.0071127,-0.0067859,0.0042201,0.011749,-0.0032602,0.00034739,0
-0.47939,2.0597,-0.35091,-0.95186,-0.17386,-0.27741,-0.1526,0.037784,-0.53345,-0.0048435,0.17237,0.17203,-0.072726,0.10589,-0.11403,-0.036907,-0.13378,0.012086,-0.13766,0.014945,0.0055004,-0.030001,-0.081284,0.0074406,-0.095405,-0.1671,0.00072514,-0.0069682,-0.087022,0.03034,0.016509,0.019224,0.042706,-0.025909,-0.0065406,-0.035105,-0.023984,0.0031055,-0.051001,-0.025709,0.0061253,-0.0042409,-0.0089516,-0.019183,0.014439,0.017776,-0.0045988,-0.01158,-0.0031139,0.017238,-0.0029601,-0.014487,-0.021591,-0.011461,-0.012302,0.031286,-0.019584,-0.010615,0.018795,0.010067,-0.0056756,0.00047048,-0.020456,0.0063509,0.0051359,-0.013237,-0.01911,-0.010823,-0.011214,-0.010814,-0.0015129,-0.0032346,-0.0066404,0.012723,0.0061164,0.0042659,-0.0067196,0.0047273,0.0096822,-0.0031395,0.0062777,0.0059722,-0.0016179,-0.010987,0.0022749,0.00089863,0.018116,0.0059028,-0.00025007,-0.00042502,0.010794,0.0018139,-0.013537,0.00021607,0.00067138,-0.0042864,-0.0046718,0.0027947,0.0071313,-0.0015842,0
